name,description,tag1,tag2,tag3,difficulty,cat_text,baemin_category
식빵튀김,식빵튀김은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#everyday,3,튀김류,카페-디저트
새우조림,새우조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#seafood,3,조림류,한식
완자조림,완자조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
임연수조림,임연수조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
다시마튀각,다시마튀각은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,튀김류,한식
동태까스,동태까스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#seafood,#everyday,3,튀김류,한식
오징어조림,오징어조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#seafood,3,조림류,한식
우엉조림,우엉조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
쥐포조림,쥐포조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
코다리조림,코다리조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
고구마조림,고구마조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#veggie,3,조림류,한식
곤약조림,곤약조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
꽈리고추,꽈리고추는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#seafood,3,조림류,한식
단호박조림,단호박조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
닭다리조림,닭다리조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,"#korean,chicken",#braised,#chicken,3,조림류,치킨
마늘쫑조림,마늘쫑조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
메추리알,메추리알은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#pork,3,조림류,한식
메추리알장조림,메추리알장조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
삶은,삶은은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#veggie,3,조림류,한식
감자조림,감자조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#veggie,3,조림류,한식
꽁치조림,꽁치조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
달걀조림,달걀조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
닭도리탕,닭도리탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#chicken,3,조림류,한식
닭조림,닭조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#chicken,3,조림류,한식
두부조림,두부조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#veggie,3,조림류,한식
땅콩조림,땅콩조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#veggie,3,조림류,한식
멸치조림,멸치조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#seafood,3,조림류,한식
무조림,무조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
삼치조림,삼치조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
어묵조림,어묵조림은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#braised,#everyday,3,조림류,한식
모듬버섯볶음,모듬버섯볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#veggie,2,볶음류,한식
부추잡채,부추잡채는 당면에 채소와 고기를 간장 양념으로 볶아 버무린 요리입니다.,#korean,#veggie,#everyday,3,볶음류,한식
세발낙지볶음,세발낙지볶음은 낙지와 채소를 매콤하게 볶아 만든 요리입니다.,#korean,#stirfry,#seafood,2,볶음류,한식
고기채,고기채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#beef,2,볶음류,한식
시지,시지는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#stirfry,#everyday,2,볶음류,양식
양념두부,양념두부는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#spicy,3,볶음류,한식
양송이버섯볶음,양송이버섯볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#beef,2,볶음류,한식
어묵,어묵은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#veggie,2,볶음류,한식
어묵잡채,어묵잡채는 당면에 채소와 고기를 간장 양념으로 볶아 버무린 요리입니다.,#korean,#streetfood,#everyday,3,볶음류,한식
우엉볶음,우엉볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#everyday,2,볶음류,한식
제육볶음,제육볶음은 돼지고기를 고추장 양념에 매콤하게 볶아 만든 요리입니다.,#korean,#stirfry,#pork,2,볶음류,한식
콩나물잡채,콩나물잡채는 당면에 채소와 고기를 간장 양념으로 볶아 버무린 요리입니다.,#korean,#veggie,#everyday,2,볶음류,한식
폭찹,폭찹은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,볶음류,한식
피망볶음,피망볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#everyday,2,볶음류,한식
파래볶음,파래볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#everyday,2,볶음류,한식
표고버섯볶음,표고버섯볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#veggie,2,볶음류,한식
햄채,햄채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#veggie,2,볶음류,한식
매운,매운은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#spicy,2,볶음류,한식
삼겹살볶음,삼겹살볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#pork,2,볶음류,한식
애호박,애호박은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#everyday,2,볶음류,한식
어묵볶음,어묵볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#everyday,2,볶음류,한식
유산슬,유산슬은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,볶음류,중식
마늘쫑볶음,마늘쫑볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#everyday,2,볶음류,한식
건새우볶음,건새우볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#seafood,2,볶음류,한식
고추장볶음,고추장볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#stirfry,#spicy,2,볶음류,한식
낙지볶음,낙지볶음은 낙지와 채소를 매콤하게 볶아 만든 요리입니다.,#korean,#stirfry,#seafood,2,볶음류,한식
애호박전,애호박전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
햄전,햄전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
애호박부침개,애호박부침개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
어묵전,어묵전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
연근전,연근전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
오믈렛,오믈렛은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#everyday,#classic,3,전·적 및 부침류,양식
옥수수부침,옥수수부침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
감자전,감자전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#veggie,3,전·적 및 부침류,한식
김치전,김치전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#spicy,3,전·적 및 부침류,한식
맛살전,맛살전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
부추전,부추전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#veggie,3,전·적 및 부침류,한식
조기구이,조기구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
치킨데리야끼,치킨데리야끼는 재료의 맛을 살려 간단히 즐기는 요리입니다.,"#korean,chicken",#chicken,#everyday,3,구이류,치킨
베이컨떡말이구이,베이컨떡말이구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#grilled,#everyday,2,구이류,양식
삼치,삼치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#spicy,2,구이류,한식
새송이버섯,새송이버섯은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#veggie,2,구이류,한식
갈비,갈비는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#beef,2,구이류,한식
등심,등심은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#everyday,#classic,3,구이류,양식
등심구이,등심구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
오징어불고기,오징어불고기는 얇게 썬 소고기를 간장 양념에 재워 달큼하게 볶아 만든 요리입니다.,#korean,#beef,#seafood,3,구이류,한식
햄구이,햄구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
가지전,가지전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
닭구이,닭구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#chicken,2,구이류,한식
닭날개구이,닭날개구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#chicken,2,구이류,한식
런천미트구이,런천미트구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
뱅어포구이,뱅어포구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
삼치구이,삼치구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#everyday,2,구이류,한식
오리고기로스,오리고기로스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,구이류,한식
오리불고기,오리불고기는 얇게 썬 소고기를 간장 양념에 재워 달큼하게 볶아 만든 요리입니다.,#korean,#beef,#everyday,3,구이류,한식
애호박찜,애호박찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
코다리찜,코다리찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
가지찜,가지찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
돼지사태찜,돼지사태찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#pork,3,찜류,한식
사태찜,사태찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#everyday,3,찜류,한식
연두부찜,연두부찜은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#steamed,#veggie,3,찜류,한식
제육,제육은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pork,#everyday,3,찜류,한식
감자구이,감자구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#veggie,2,구이류,한식
고등어구이,고등어구이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#grilled,#seafood,2,구이류,한식
우럭,우럭은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#spicy,3,찌개 및 전골류,한식
장어매운탕,장어매운탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#spicy,3,찌개 및 전골류,한식
오리탕,오리탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
오징어찌개,오징어찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,찌개 및 전골류,한식
콩비지찌개,콩비지찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#veggie,3,찌개 및 전골류,한식
감자,감자는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#beef,3,찌개 및 전골류,한식
김치순두부,김치순두부는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fermented,#veggie,4,찌개 및 전골류,한식
구,구는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#spicy,3,찌개 및 전골류,한식
구지리,구지리는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,찌개 및 전골류,한식
명란찌개,명란찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
아귀,아귀는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#spicy,3,찌개 및 전골류,한식
애호박찌개,애호박찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#veggie,3,찌개 및 전골류,한식
알탕,알탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,찌개 및 전골류,한식
호박,호박은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
호박잎,호박잎은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
홍합,홍합은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
홍합국,홍합국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
감자탕,감자탕은 돼지등뼈와 우거지를 푹 끓여 얼큰하고 묵직한 맛을 내는 탕 요리입니다.,#korean,#soup,#veggie,3,찌개 및 전골류,한식
동태찌개,동태찌개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,찌개 및 전골류,한식
시금치,시금치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#veggie,3,국 및 탕류,한식
시래기,시래기는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
쑥,쑥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
아욱,아욱은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
어묵탕,어묵탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
얼갈이,얼갈이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
조개,조개는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
청포묵국,청포묵국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
다슬기,다슬기는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
달래,달래는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
합,합은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#veggie,3,국 및 탕류,한식
두부국,두부국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#veggie,3,국 및 탕류,한식
메밀묵국,메밀묵국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
무,무는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
바지락,바지락은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
바지락국,바지락국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
새우젓국,새우젓국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
선짓국,선짓국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
육개장,육개장은 고기와 대파를 고추기름에 볶아 칼칼하게 끓인 국물 요리입니다.,#korean,#chicken,#everyday,3,국 및 탕류,한식
콩나물국,콩나물국은 콩나물을 넣어 시원하게 끓인 맑은 국물 요리입니다.,#korean,#soup,#veggie,2,국 및 탕류,한식
토란국,토란국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
건새우,건새우는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
김국,김국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
동태국,동태국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
냉이,냉이는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
배추국,배추국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
북어국,북어국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
사골국,사골국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
삼계탕,삼계탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#chicken,3,국 및 탕류,한식
설렁탕,설렁탕은 사골을 오래 끓여 낸 국물에 고기와 밥을 말아 먹는 따끈한 탕 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
고기육개장,고기육개장은 고기와 대파를 고추기름에 볶아 칼칼하게 끓인 국물 요리입니다.,#korean,#beef,#everyday,3,국 및 탕류,한식
오징어국,오징어국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#seafood,3,국 및 탕류,한식
들깨국,들깨국은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,국 및 탕류,한식
김부각,김부각은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,튀김류,한식
애호박죽,애호박죽은 애호박을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
잡곡죽,잡곡죽은 잡곡을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
찹쌀죽,찹쌀죽은 찹쌀을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
흰죽,흰죽은 흰을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
갈비탕,갈비탕은 소갈비를 오래 고아 맑고 깊은 국물을 낸 탕 요리입니다.,#korean,#soup,#beef,3,국 및 탕류,한식
닭고기육개장,닭고기육개장은 고기와 대파를 고추기름에 볶아 칼칼하게 끓인 국물 요리입니다.,#korean,#chicken,#everyday,3,국 및 탕류,한식
닭곰탕,닭곰탕은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#chicken,3,국 및 탕류,한식
장국국수,장국국수는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,면 및 만두류,한식
쟁반국수,쟁반국수는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,면 및 만두류,한식
짜장면,짜장면은 춘장을 볶아 만든 검은 소스를 면에 비벼 먹는 중식 면 요리입니다.,#chinese,#noodle,#everyday,3,면 및 만두류,중식
닭죽,닭죽은 닭을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#chicken,3,죽 및 스프류,한식
전복죽,전복죽은 전복을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#pancake,#seafood,3,죽 및 스프류,한식
팥죽,팥죽은 팥을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
호박죽,호박죽은 호박을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
감자스프,감자스프는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,3,죽 및 스프류,한식
들깨죽,들깨죽은 들깨를 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#everyday,3,죽 및 스프류,한식
땅콩죽,땅콩죽은 땅콩을 넣어 부드럽게 끓인 죽 요리입니다.,#korean,#porridge,#veggie,3,죽 및 스프류,한식
잔치국수,잔치국수는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#soup,#everyday,3,면 및 만두류,한식
쫄면,쫄면은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#noodle,#everyday,3,면 및 만두류,한식
고기만두,고기만두는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,4,면 및 만두류,한식
군만두,군만두는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,4,면 및 만두류,한식
김치만두,김치만두는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fermented,#spicy,4,면 및 만두류,한식
미트,미트는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#western,#noodle,#everyday,3,면 및 만두류,카페-디저트
볶음,볶음은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#japanese,#stirfry,#everyday,2,면 및 만두류,돈까스-회
밤밥,밤밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#rice,#everyday,3,밥류,한식
고등어튀김,고등어튀김은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fried,#seafood,3,튀김류,한식
찰밥,찰밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#rice,#everyday,3,밥류,한식
고구마밥,고구마밥은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#rice,#veggie,3,밥류,한식
떡산적,떡산적은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#ricecake,#beef,4,전·적 및 부침류,한식
녹두전,녹두전은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pancake,#everyday,3,전·적 및 부침류,한식
카페라떼_아이스,카페라떼_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#sweet,#everyday,3,음료 및 차류,카페-디저트
카페모카_아이스,카페모카_아이스는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
율무차,율무차는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
카페라떼,카페라떼는 얼음과 함께 상큼하게 즐기는 음료입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
카페모카,카페모카는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
감자범벅,감자범벅은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,3,,한식
파강회,파강회는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#raw,#everyday,3,"채소, 해조류",한식
육회,육회는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#raw,#beef,3,수·조·어·육류,한식
모듬회,모듬회는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#raw,#everyday,3,수·조·어·육류,한식
오이장아찌,오이장아찌는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pickled,#everyday,4,장아찌·절임류,한식
무말랭이장아찌,무말랭이장아찌는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pickled,#everyday,4,장아찌·절임류,한식
무숙장아찌,무숙장아찌는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pickled,#everyday,4,장아찌·절임류,한식
기름장,기름장은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,"장류, 양념류",한식
두유,두유는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
딸기넥타,딸기넥타는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,음료 및 차류,카페-디저트
치커리무침,치커리무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#indian,#salad,#everyday,1,생채·무침류,미분류
가지김치,가지김치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fermented,#spicy,4,김치류,한식
섞박지,섞박지는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,3,김치류,한식
양념채김치,양념채김치는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#fermented,#spicy,4,김치류,한식
양념,양념은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#seafood,#spicy,3,젓갈류,한식
더덕장아찌,더덕장아찌는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#pickled,#everyday,4,장아찌·절임류,한식
쑥갓오이무침,쑥갓오이무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
오이부추무침,오이부추무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#veggie,1,생채·무침류,한식
짜사이무침,짜사이무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
두부냉채,두부냉채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#veggie,#everyday,3,생채·무침류,한식
메밀묵,메밀묵은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
새우무침,새우무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#seafood,1,생채·무침류,한식
라무침,라무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
풋마늘무침,풋마늘무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
피조개무침,피조개무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#seafood,1,생채·무침류,한식
가오리회무침,가오리회무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
단호박,단호박은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#everyday,#classic,1,생채·무침류,한식
닭가슴살,닭가슴살은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#chicken,#everyday,1,생채·무침류,한식
닭고기냉채,닭고기냉채는 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#chicken,#everyday,3,생채·무침류,한식
북어채무침,북어채무침은 재료의 맛을 살려 간단히 즐기는 요리입니다.,#korean,#salad,#everyday,1,생채·무침류,한식
